PC1,PC2,PC3,PC4,PC5,PC6
1.4904171658032677,-0.6804146747991576,0.9556198950031757,0.3349305483402867,-0.6825242257794488,0.18135329838133485
0.7032229041877607,-0.2525172058371682,-2.097556775175057,-0.7342436193232199,1.8312571426809952,-1.525235652618591
-1.4037558189530488,-0.6131745577080234,0.5185886132823349,-0.18410244671407439,2.0144403398224675,1.9110171451974485
1.0309705467901449,0.560932827248448,-1.3647306217324366,0.4682452463723877,-0.3249310877343846,-0.8540581024880556
0.8986735094405691,0.2720373697366011,1.7260166219821351,-0.41473760321176634,-0.5533121664309483,-0.9980567982340357
-0.06743631623256767,0.822552216078248,-1.049482817270917,-0.1026054987690923,0.49493381576467704,-0.7750539129829951
-1.0964273364426322,-0.9215320234669735,0.68715093604123,0.025773428727813557,0.3417557222656466,-0.8744902160614344
-0.7325764587007859,-1.1158965629554618,-0.40832024788852106,0.1864459964223101,-0.2194563660470711,-0.3352307676808947
0.10348018802458152,0.5896991278271905,-1.1458986883160116,0.2043229233050007,0.35543495652339496,-0.9124891145940682
0.9295909709890726,-0.5445230494052075,1.1932719809534598,0.1545346570397828,-0.392087476904794,-0.827357241237512
-0.5498537954305793,-0.5605684026505638,-0.08932383799582232,0.024123232961057794,-0.953397740019688,-0.1323484331387795
-0.6366580360456227,3.5698274432063566,0.5171828164602856,-1.6109022239876538,0.5035213269401647,0.7566814023380505
-0.457192026312281,-0.3270803633884039,-0.4756460749592109,-0.19176554443944283,-0.010388647446343852,1.8779810690055714
-1.1144571064181772,0.5928084668147473,1.6104773058248205,3.5300177842151452,1.2832777782450067,0.6805304661393348
-0.6677249002632196,-0.971034412751398,-0.0460084375871558,0.07990018094125849,0.20910745458537355,-0.2358847465121308
-0.4898881271465043,-0.7790561279601818,-0.29761113745975815,0.16184795856417378,-0.786465026800039,-0.2373233554473038
0.08276281483245235,0.9742193605694093,-1.1429025245566358,0.10237914433200936,-0.003732376311940311,-0.8206735732813176
-0.20929564150013877,1.652300121884517,-0.400072020943605,-0.5529676414039655,0.17213786840609016,-1.1432496276147848
1.9565121708802395,-0.6048449972616952,1.2255203021039436,-2.879152619134979,2.824460759886274,-0.7742883136332402
0.3297149150078534,0.25480740865935364,-1.6505293152186349,0.34430242488341595,0.07040655476715427,-1.6135090735972675
-1.905762190647333,0.8926990229187176,1.8005903364724969,-0.9343999586245609,1.8179137530194724,1.371676275862412
-0.8634966411118276,-0.4851279425782052,-0.004606193847944277,-0.05187115990809367,-0.469832483384401,0.14042406268845592
1.383400806681473,0.000802356412869647,1.2653322011186958,-0.4405672358162005,-0.5011388374002018,-0.3102701250081509
1.7956339494237235,-0.5238882994290704,1.331805679562844,-2.715847538103402,2.6629284406421174,-0.9151797473779953
-0.7918372183275103,-0.7930205183305169,0.23374393204746283,0.16703966890460284,-0.1391057023132256,-0.5272887747820296
1.607709850274503,0.2841037549287309,1.7670818728177895,3.540684510120685,0.6937746391483351,0.4896031399951666
-0.5995716582449122,-0.5952941238764372,0.43859802692596894,0.08434294598187995,-0.6941676650571039,-0.34468114583842974
-0.7315035762489271,-0.19929401114415604,0.003210312978772718,-0.12083360862834779,-0.6039087475519503,0.24276597406336667
1.2649490008813775,0.46465289773287105,-1.0714237171954601,-0.36244346752863604,-0.18146576070313586,3.6432406624806406
1.463948036613551,-0.45541029850884385,0.6768564925166698,0.11660461460013276,-0.7425319951769238,0.04729379489859679
-0.47435894078843843,2.5325639767241013,0.3558391533203012,-0.9113452761035431,-0.19094960363945643,-1.564982024496378
-0.6674730626137774,-1.3197511454774646,-0.4683867112626514,0.40181170626976753,-0.09092912653984915,-0.038180031322646066
-0.7735131875591019,0.26494277867856325,0.4103598329282544,-0.5203888107456475,-0.9180788729485444,0.5648568412401894
1.2429304075948973,0.803025461882774,2.5153786969821343,3.3431699073692775,0.45738044202330647,-0.20911119245554713
1.6841755952491713,-0.689191345527254,0.18985404263067832,0.19144758230483255,-0.6304305828855199,0.4733277094464961
-0.8563317334420149,1.1734002727705994,0.4585782410762873,-0.8898370905913314,-1.5917262296247887,0.0892093455159123
0.22375207019847884,-0.6152258298795985,-0.5076653861903214,0.13746047892695218,-1.5784078716265,0.07009762705419505
-0.5971972241866288,0.04981066705985225,-0.45548194829628813,-0.35714026806718513,-1.098967652690859,0.6280465324797045
-1.3597963864815636,-0.7224551496874906,0.8813869901635195,0.09320637612475371,1.200533287973963,-0.005571922900590514
-0.5213569915298849,-0.8690473617008897,-0.972661273229402,0.21068369976492496,-0.5224019202209069,0.6575702539331582
-0.7882227356352487,2.629645009440062,0.1522453357776755,-1.050195366212218,0.9099106747897305,0.606465223382688
0.1635818263835137,0.32845851998682457,-1.3720388787693132,0.36048401023788607,0.07588029384449388,-1.8403685272974843
1.1529649514371858,0.26189759111394617,-1.689873453951571,0.5539268793983235,-0.1675225637054817,-0.6589591321523967
-0.6232713632991567,-0.049330056026536194,-0.8047885005521606,0.4812282696668635,1.5461062958257308,-1.9149469718664835
-0.4895990502939299,-0.6455358259753805,-0.20987413670848615,0.11646046137765857,-1.02847013520043,-0.04968740608253947
-0.8601203571940059,-0.8281810764649455,-0.4962539086542953,0.06229487846679876,0.3212756831525793,0.8866389022133251
1.0051769143497682,0.4654918326987354,-2.486063173717117,0.24711522968989097,0.43114345300074797,0.40384951044383605
-0.7490564401290324,0.1124228593792496,0.10495203581879281,-0.6219923236761523,-0.8480030217437827,-0.03016089936854339
-1.1853901113796832,1.0001141033552212,1.0177011891122723,-0.8205987896149282,-1.300348093346835,-0.6028462810520256
-0.37015318661035,-0.700691688120107,-1.120565572230511,0.034617128466241945,-0.6020385461092759,0.8050618101526573
-0.5631595814251663,-0.2118079178964003,0.12318554653625811,-0.16239938515744032,-0.8530148541091109,0.0266585042765728
0.2538165463827086,0.3363661407118886,-1.5553466350246918,0.4490419022435031,-0.07603628935771925,-1.6147176873825995
-0.4096857480831677,0.2674046710671614,-0.13335853453878602,-0.46812062354943845,-1.1994233739494418,1.0988598374148795
-1.1093336451473739,0.10907073964194743,0.7901643388080637,-0.29211181508658396,-0.0019636296843950434,0.3360214319152954
0.013400875785909368,0.9188591098352635,-1.1291870694623731,0.0904578873686845,0.14975467782995133,-0.8900842191634261
1.501329683105411,-0.12972042469028852,1.0937820197874162,-0.6891202389473108,-0.10945323038702744,-0.2551526355112046
